"SRL" "MIG" "GMax" "GMin" "SCI" "RCI" "GER" "MSM*" "est.p.SCI" "est.p.RCI" "est.p.GER" "est.p.MSM*" "GER*" "GERt" "p.Wills"
"tree_3742" 4005.7632 8249.433 73192.897 376.1 0.692452830188679 -105.93910793329 0.891874768949258 0.0455910121338036 7.63286153605194e-05 2.25394166667655e-85 7.27886875331385e-196 0 1 1 0
"tree_3743" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3744" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3745" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3746" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3747" 4005.7632 8246.263 73192.897 376.1 0.692452830188679 -105.859971952411 0.891918302860808 0.0456085380735492 7.63286153605194e-05 2.23039700995851e-85 6.45300849774797e-196 0 1 1 0
"tree_3748" 4005.7632 8252.563 73192.897 376.1 0.690566037735849 -106.017245352896 0.891831784361512 0.0455737205520273 0.000141879755724748 2.27743243824699e-85 8.19765406568315e-196 0 1 1 0
"tree_3749" 4005.7632 8310.963 73192.897 376.1 0.692452830188679 -107.475144811356 0.891029771606131 0.0452534802525291 7.63286153605194e-05 2.76336167047858e-85 7.48215081257677e-195 0 1 1 0
"tree_3750" 4005.7632 8247.763 73192.897 376.1 0.692452830188679 -105.897418000145 0.891897703218119 0.0456002433629579 7.63286153605194e-05 2.24150728146185e-85 6.83144671362399e-196 0 1 1 0
"tree_3751" 4005.7632 8254.413 73192.897 376.1 0.692452830188679 -106.063428811768 0.891806378135528 0.0455635064540628 7.63286153605194e-05 2.29143141194779e-85 8.79418728314407e-196 0 1 1 0
"tree_3752" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3753" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3754" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3755" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3756" 4005.7632 8279.663 73192.897 376.1 0.694339622641509 -106.693770615297 0.891459617483587 0.0454245541153064 4.00686858393974e-05 2.49130326308857e-85 2.29091693383647e-195 0 1 1 0
"tree_3757" 4005.7632 8298.763 73192.897 376.1 0.694339622641509 -107.170583623116 0.891197315366673 0.0453200073312131 4.00686858393974e-05 2.65396319737285e-85 4.71913170675736e-195 0 1 1 0
"tree_3758" 4005.7632 8287.263 73192.897 376.1 0.694339622641509 -106.883497257152 0.891355245960626 0.0453828966209954 4.00686858393974e-05 2.5548001457103e-85 3.05466464856416e-195 0 1 1 0
"tree_3759" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3760" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3761" 4005.7632 8320.343 73192.897 376.1 0.692452830188679 -107.709307429855 0.890900955173845 0.045202463408059 7.63286153605194e-05 2.85052153966248e-85 1.06600924655965e-194 0 1 1 0
"tree_3762" 4005.7632 8271.763 73192.897 376.1 0.694339622641509 -106.496554763896 0.891568108935085 0.0454679371253746 4.00686858393974e-05 2.4269679603453e-85 1.69833741390373e-195 0 1 1 0
"tree_3763" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3764" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3765" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3766" 4005.7632 8265.563 73192.897 376.1 0.692452830188679 -106.341777766594 0.891653254124869 0.0455020426315788 7.63286153605194e-05 2.37763976040318e-85 1.34257803928304e-195 0 1 1 0
"tree_3767" 4005.7632 8265.563 73192.897 376.1 0.692452830188679 -106.341777766594 0.891653254124869 0.0455020426315788 7.63286153605194e-05 2.37763976040318e-85 1.34257803928304e-195 0 1 1 0
"tree_3768" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3769" 4005.7632 8265.563 73192.897 376.1 0.692452830188679 -106.341777766594 0.891653254124869 0.0455020426315788 7.63286153605194e-05 2.37763976040318e-85 1.34257803928304e-195 0 1 1 0
"tree_3770" 4005.7632 8254.063 73192.897 376.1 0.692452830188679 -106.05469140063 0.891811184718822 0.0455654384998031 7.63286153605194e-05 2.28877639078423e-85 8.6781011349643e-196 0 1 1 0
"tree_3771" 4005.7632 8261.063 73192.897 376.1 0.690566037735849 -106.229439623391 0.891715053052938 0.0455268286902061 0.000141879755724748 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3772" 4005.7632 8257.663 73192.897 376.1 0.690566037735849 -106.144561915193 0.891761745576368 0.0455455738506161 0.000141879755724748 2.31623234551455e-85 9.94887825652289e-196 0 1 1 0
"tree_3773" 4005.7632 8254.063 73192.897 376.1 0.692452830188679 -106.05469140063 0.891811184718822 0.0455654384998031 7.63286153605194e-05 2.28877639078423e-85 8.6781011349643e-196 0 1 1 0
"tree_3774" 4005.7632 8251.563 73192.897 376.1 0.690566037735849 -105.992281321073 0.891845517456638 0.0455792435930017 0.000141879755724748 2.26990097540689e-85 7.89218907407911e-196 0 1 1 0
"tree_3775" 4005.7632 8263.063 73192.897 376.1 0.690566037735849 -106.279367687037 0.891687586862685 0.0455158093312371 0.000141879755724748 2.35803342576207e-85 1.2211214896551e-195 0 1 1 0
"tree_3776" 4005.7632 8290.563 73192.897 376.1 0.692452830188679 -106.965878562168 0.891309926746709 0.0453648322797861 7.63286153605194e-05 2.58287135804794e-85 3.4609154314077e-195 0 1 1 0
"tree_3777" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3778" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3779" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3780" 4005.7632 8265.563 73192.897 376.1 0.692452830188679 -106.341777766594 0.891653254124869 0.0455020426315788 7.63286153605194e-05 2.37763976040318e-85 1.34257803928304e-195 0 1 1 0
"tree_3781" 4005.7632 8250.763 73192.897 376.1 0.692452830188679 -105.972310095614 0.89185650393274 0.0455836629897138 7.63286153605194e-05 2.26389369533579e-85 7.65601240591206e-196 0 1 1 0
"tree_3782" 4005.7632 8261.063 73192.897 376.1 0.690566037735849 -106.229439623391 0.891715053052938 0.0455268286902061 0.000141879755724748 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3783" 4005.7632 8250.763 73192.897 376.1 0.692452830188679 -105.972310095614 0.89185650393274 0.0455836629897138 7.63286153605194e-05 2.26389369533579e-85 7.65601240591206e-196 0 1 1 0
"tree_3784" 4005.7632 8216.063 73192.897 376.1 0.690566037735849 -105.106058191358 0.892333042333625 0.0457761825828259 0.000141879755724748 2.01803606333043e-85 2.04491291875123e-196 0 1 1 0
"tree_3785" 4005.7632 8250.763 73192.897 376.1 0.692452830188679 -105.972310095614 0.89185650393274 0.0455836629897138 7.63286153605194e-05 2.26389369533579e-85 7.65601240591206e-196 0 1 1 0
"tree_3786" 4005.7632 8254.863 73192.897 376.1 0.690566037735849 -106.074662626088 0.891800198242721 0.0455610226359905 0.000141879755724748 2.29484952483917e-85 8.94571956638455e-196 0 1 1 0
"tree_3787" 4005.7632 8250.763 73192.897 376.1 0.692452830188679 -105.972310095614 0.89185650393274 0.0455836629897138 7.63286153605194e-05 2.26389369533579e-85 7.65601240591206e-196 0 1 1 0
"tree_3788" 4005.7632 8250.763 73192.897 376.1 0.692452830188679 -105.972310095614 0.89185650393274 0.0455836629897138 7.63286153605194e-05 2.26389369533579e-85 7.65601240591206e-196 0 1 1 0
"tree_3789" 4005.7632 8211.063 73192.897 376.1 0.690566037735849 -104.981238032243 0.892401707809257 0.0458040572822301 0.000141879755724748 1.98487694330187e-85 1.69005570557336e-196 0 1 1 0
"tree_3790" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3791" 4005.7632 8254.063 73192.897 376.1 0.692452830188679 -106.05469140063 0.891811184718822 0.0455654384998031 7.63286153605194e-05 2.28877639078423e-85 8.6781011349643e-196 0 1 1 0
"tree_3792" 4005.7632 8265.563 73192.897 376.1 0.692452830188679 -106.341777766594 0.891653254124869 0.0455020426315788 7.63286153605194e-05 2.37763976040318e-85 1.34257803928304e-195 0 1 1 0
"tree_3793" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3794" 4005.7632 8245.093 73192.897 376.1 0.690566037735849 -105.830764035178 0.891934370582106 0.0456150100429431 0.000141879755724748 2.22176914227339e-85 6.17240411488173e-196 0 1 1 0
"tree_3795" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3796" 4005.7632 8195.463 73192.897 376.1 0.694339622641509 -104.591799135805 0.892615944093229 0.045891244948577 4.00686858393974e-05 1.8848732430191e-85 9.31931598871779e-197 0 1 1 0
"tree_3797" 4005.7632 8192.563 73192.897 376.1 0.694339622641509 -104.519403443519 0.892655770069095 0.0459074895121344 4.00686858393974e-05 1.8668445346979e-85 8.34223590649713e-197 0 1 1 0
"tree_3798" 4005.7632 8173.763 73192.897 376.1 0.692452830188679 -104.050079645247 0.892913952257472 0.0460130786762474 7.63286153605194e-05 1.75406876395781e-85 4.06552642712769e-197 0 1 1 0
"tree_3799" 4005.7632 8206.963 73192.897 376.1 0.694339622641509 -104.878885501769 0.892458013499275 0.0458269398801969 4.00686858393974e-05 1.95809239376448e-85 1.44542653578769e-196 0 1 1 0
"tree_3800" 4005.7632 8224.863 73192.897 376.1 0.694339622641509 -105.3257416714 0.892212191096513 0.0457272054257925 4.00686858393974e-05 2.07774364681206e-85 2.85928604275677e-196 0 1 1 0
"tree_3801" 4005.7632 8213.363 73192.897 376.1 0.694339622641509 -105.038655305436 0.892370121690467 0.0457912307053761 4.00686858393974e-05 2.00006209845669e-85 1.84493911443424e-196 0 1 1 0
"tree_3802" 4005.7632 8213.363 73192.897 376.1 0.694339622641509 -105.038655305436 0.892370121690467 0.0457912307053761 4.00686858393974e-05 2.00006209845669e-85 1.84493911443424e-196 0 1 1 0
"tree_3803" 4005.7632 8156.863 73192.897 376.1 0.692452830188679 -103.628187507439 0.893146041565108 0.0461084120206506 7.63286153605194e-05 1.65850309258492e-85 2.12815579715868e-197 0 1 1 0
"tree_3804" 4005.7632 8245.663 73192.897 376.1 0.692452830188679 -105.844993533317 0.891926542717884 0.0456118568027823 7.63286153605194e-05 2.2259682960962e-85 6.30755484112018e-196 0 1 1 0
"tree_3805" 4005.7632 8265.663 73192.897 376.1 0.692452830188679 -106.344274169776 0.891651880815356 0.0455014921368074 7.63286153605194e-05 2.37842738682247e-85 1.34767929265489e-195 0 1 1 0
"tree_3806" 4005.7632 8264.963 73192.897 376.1 0.692452830188679 -106.3267993475 0.891661493981945 0.0455053458799513 7.63286153605194e-05 2.37291946200553e-85 1.31237244011173e-195 0 1 1 0
"tree_3807" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3808" 4005.7632 8292.263 73192.897 376.1 0.694339622641509 -107.008317416267 0.891286580484994 0.0453555320182199 4.00686858393974e-05 2.59745213037802e-85 3.69079137388189e-195 0 1 1 0
"tree_3809" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3810" 4005.7632 8268.963 73192.897 376.1 0.692452830188679 -106.426655474792 0.891606561601439 0.045483333278913 7.63286153605194e-05 2.40456556451518e-85 1.52731642365722e-195 0 1 1 0
"tree_3811" 4005.7632 8216.063 73192.897 376.1 0.690566037735849 -105.106058191358 0.892333042333625 0.0457761825828259 0.000141879755724748 2.01803606333043e-85 2.04491291875123e-196 0 1 1 0
"tree_3812" 4005.7632 8250.763 73192.897 376.1 0.692452830188679 -105.972310095614 0.89185650393274 0.0455836629897138 7.63286153605194e-05 2.26389369533579e-85 7.65601240591206e-196 0 1 1 0
"tree_3813" 4005.7632 8087.283 73192.897 376.1 0.688679245283019 -101.891190173198 0.894101590324002 0.0465051117909439 0.000257393643610725 1.31676172297788e-85 1.46430426910831e-198 0 1 1 0
"tree_3814" 4005.7632 8116.243 73192.897 376.1 0.690566037735849 -102.614148534791 0.893703879889141 0.0463391744185087 0.000141879755724748 1.44951480630868e-85 4.47097070747556e-198 0 1 1 0
"tree_3815" 4005.7632 8194.403 73192.897 376.1 0.690566037735849 -104.565337262073 0.892630501174063 0.0458971812833711 0.000141879755724748 1.8782633905507e-85 8.94960118805416e-197 0 1 1 0
"tree_3816" 4005.7632 8194.403 73192.897 376.1 0.690566037735849 -104.565337262073 0.892630501174063 0.0458971812833711 0.000141879755724748 1.8782633905507e-85 8.94960118805416e-197 0 1 1 0
"tree_3817" 4005.7632 8265.563 73192.897 376.1 0.692452830188679 -106.341777766594 0.891653254124869 0.0455020426315788 7.63286153605194e-05 2.37763976040318e-85 1.34257803928304e-195 0 1 1 0
"tree_3818" 4005.7632 8270.063 73192.897 376.1 0.694339622641509 -106.454115909797 0.8915914551968 0.0454772835466912 4.00686858393974e-05 2.41334180221316e-85 1.59235268754412e-195 0 1 1 0
"tree_3819" 4005.7632 8388.403 73192.897 376.1 0.694339622641509 -109.408359435725 0.889966280719543 0.0448357094908292 4.00686858393974e-05 3.57066100802894e-85 1.37731677439784e-193 0 1 1 0
"tree_3820" 4005.7632 8399.903 73192.897 376.1 0.694339622641509 -109.695445801689 0.88980835012559 0.0447743265606758 4.00686858393974e-05 3.70913113968653e-85 2.11874280879711e-193 0 1 1 0
"tree_3821" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3822" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3823" 4005.7632 8237.763 73192.897 376.1 0.690566037735849 -105.647777681916 0.892035034169383 0.0456555984919692 0.000141879755724748 2.16846839131022e-85 4.67133140911264e-196 0 1 1 0
"tree_3824" 4005.7632 8322.063 73192.897 376.1 0.694339622641509 -107.752245564591 0.890877334250228 0.0451931209845443 4.00686858393974e-05 2.86679891264582e-85 1.13745914242348e-194 0 1 1 0
"tree_3825" 4005.7632 8383.863 73192.897 376.1 0.69622641509434 -109.295022731249 0.890028628971417 0.0448599887665149 2.05201885202801e-05 3.51742586902939e-85 1.16180815072553e-193 0 1 1 0
"tree_3826" 4005.7632 8757.163 73192.897 376.1 0.694339622641509 -118.614095810756 0.884902064560736 0.0429476989294364 4.00686858393974e-05 1.20720061043139e-84 1.08401309913278e-187 0 1 1 0
"tree_3827" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3828" 4005.7632 8171.863 73192.897 376.1 0.692452830188679 -104.002647984784 0.892940045138212 0.0460237769526973 7.63286153605194e-05 1.74305635569958e-85 3.78038302054212e-197 0 1 1 0
"tree_3829" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3830" 4005.7632 8280.463 73192.897 376.1 0.692452830188679 -106.713741840756 0.891448631007486 0.0454201655148994 7.63286153605194e-05 2.49791233232406e-85 2.36138500545791e-195 0 1 1 0
"tree_3831" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3832" 4005.7632 8280.463 73192.897 376.1 0.692452830188679 -106.713741840756 0.891448631007486 0.0454201655148994 7.63286153605194e-05 2.49791233232406e-85 2.36138500545791e-195 0 1 1 0
"tree_3833" 4005.7632 8287.263 73192.897 376.1 0.694339622641509 -106.883497257152 0.891355245960626 0.0453828966209954 4.00686858393974e-05 2.5548001457103e-85 3.05466464856416e-195 0 1 1 0
"tree_3834" 4005.7632 8280.763 73192.897 376.1 0.694339622641509 -106.721231050303 0.891444511078948 0.0454185200083615 4.00686858393974e-05 2.50039523923679e-85 2.38836436122216e-195 0 1 1 0
"tree_3835" 4005.7632 8190.163 73192.897 376.1 0.694339622641509 -104.459489767144 0.892688729497399 0.0459209419885782 4.00686858393974e-05 1.85205436973082e-85 7.61138766659543e-197 0 1 1 0
"tree_3836" 4005.7632 8255.113 73192.897 376.1 0.692452830188679 -106.080903634044 0.89179676496894 0.0455596428540712 7.63286153605194e-05 2.29675067340631e-85 9.03102658706007e-196 0 1 1 0
"tree_3837" 4005.7632 8266.613 73192.897 376.1 0.692452830188679 -106.367990000008 0.891638834374986 0.0454962631007403 7.63286153605194e-05 2.38592282911234e-85 1.39711579859318e-195 0 1 1 0
"tree_3838" 4005.7632 8204.163 73192.897 376.1 0.690566037735849 -104.808986212665 0.892496466165629 0.0458425801632659 0.000141879755724748 1.94000797355494e-85 1.29899082690608e-196 0 1 1 0
"tree_3839" 4005.7632 8187.163 73192.897 376.1 0.692452830188679 -104.384597671675 0.892729928782778 0.0459377686751809 7.63286153605194e-05 1.83373090969697e-85 6.78699099494259e-197 0 1 1 0
"tree_3840" 4005.7632 8229.863 73192.897 376.1 0.692452830188679 -105.450561830515 0.892143525620881 0.0456994241580935 7.63286153605194e-05 2.11245003280868e-85 3.45874747705894e-196 0 1 1 0
"tree_3841" 4005.7632 8249.433 73192.897 376.1 0.692452830188679 -105.93910793329 0.891874768949258 0.0455910121338036 7.63286153605194e-05 2.25394166667655e-85 7.27886875331385e-196 0 1 1 0
"tree_3842" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3843" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3844" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3845" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3846" 4005.7632 8257.763 73192.897 376.1 0.692452830188679 -106.147058318375 0.891760372266855 0.0455450223020448 7.63286153605194e-05 2.31699968203734e-85 9.98670937218063e-196 0 1 1 0
"tree_3847" 4005.7632 8241.063 73192.897 376.1 0.690566037735849 -105.730158986932 0.891989714955466 0.045637316448133 0.000141879755724748 2.1923049376055e-85 5.29581005768357e-196 0 1 1 0
"tree_3848" 4005.7632 8299.463 73192.897 376.1 0.692452830188679 -107.188058445392 0.891187702200084 0.0453161849146144 7.63286153605194e-05 2.66012167577775e-85 4.84566518838149e-195 0 1 1 0
"tree_3849" 4005.7632 8247.763 73192.897 376.1 0.692452830188679 -105.897418000145 0.891897703218119 0.0456002433629579 7.63286153605194e-05 2.24150728146185e-85 6.83144671362399e-196 0 1 1 0
"tree_3850" 4005.7632 8242.913 73192.897 376.1 0.692452830188679 -105.776342445804 0.891964308729482 0.0456270738269347 7.63286153605194e-05 2.20578198511632e-85 5.68163130502357e-196 0 1 1 0
"tree_3851" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3852" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3853" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3854" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3855" 4005.7632 8291.163 73192.897 376.1 0.694339622641509 -106.980856981261 0.891301686889633 0.0453615493990409 4.00686858393974e-05 2.58800816750747e-85 3.540369898105e-195 0 1 1 0
"tree_3856" 4005.7632 8287.263 73192.897 376.1 0.694339622641509 -106.883497257152 0.891355245960626 0.0453828966209954 4.00686858393974e-05 2.5548001457103e-85 3.05466464856416e-195 0 1 1 0
"tree_3857" 4005.7632 8287.263 73192.897 376.1 0.694339622641509 -106.883497257152 0.891355245960626 0.0453828966209954 4.00686858393974e-05 2.5548001457103e-85 3.05466464856416e-195 0 1 1 0
"tree_3858" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3859" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3860" 4005.7632 8320.343 73192.897 376.1 0.692452830188679 -107.709307429855 0.890900955173845 0.045202463408059 7.63286153605194e-05 2.85052153966248e-85 1.06600924655965e-194 0 1 1 0
"tree_3861" 4005.7632 8283.263 73192.897 376.1 0.694339622641509 -106.78364112986 0.891410178341132 0.0454048120891489 4.00686858393974e-05 2.52118208970616e-85 2.62548643544413e-195 0 1 1 0
"tree_3862" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3863" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3864" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3865" 4005.7632 8265.563 73192.897 376.1 0.692452830188679 -106.341777766594 0.891653254124869 0.0455020426315788 7.63286153605194e-05 2.37763976040318e-85 1.34257803928304e-195 0 1 1 0
"tree_3866" 4005.7632 8254.063 73192.897 376.1 0.692452830188679 -106.05469140063 0.891811184718822 0.0455654384998031 7.63286153605194e-05 2.28877639078423e-85 8.6781011349643e-196 0 1 1 0
"tree_3867" 4005.7632 8261.063 73192.897 376.1 0.692452830188679 -106.229439623391 0.891715053052938 0.0455268286902061 7.63286153605194e-05 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3868" 4005.7632 8254.063 73192.897 376.1 0.692452830188679 -106.05469140063 0.891811184718822 0.0455654384998031 7.63286153605194e-05 2.28877639078423e-85 8.6781011349643e-196 0 1 1 0
"tree_3869" 4005.7632 8265.563 73192.897 376.1 0.692452830188679 -106.341777766594 0.891653254124869 0.0455020426315788 7.63286153605194e-05 2.37763976040318e-85 1.34257803928304e-195 0 1 1 0
"tree_3870" 4005.7632 8261.063 73192.897 376.1 0.690566037735849 -106.229439623391 0.891715053052938 0.0455268286902061 0.000141879755724748 2.34246452881996e-85 1.13189739585526e-195 0 1 1 0
"tree_3871" 4005.7632 8246.163 73192.897 376.1 0.690566037735849 -105.857475549229 0.891919676170321 0.0456090911615499 0.000141879755724748 2.22965828115255e-85 6.42853595535214e-196 0 1 1 0
"tree_3872" 4005.7632 8265.563 73192.897 376.1 0.692452830188679 -106.341777766594 0.891653254124869 0.0455020426315788 7.63286153605194e-05 2.37763976040318e-85 1.34257803928304e-195 0 1 1 0
"tree_3873" 4005.7632 8263.063 73192.897 376.1 0.690566037735849 -106.279367687037 0.891687586862685 0.0455158093312371 0.000141879755724748 2.35803342576207e-85 1.2211214896551e-195 0 1 1 0
"tree_3874" 4005.7632 8263.063 73192.897 376.1 0.690566037735849 -106.279367687037 0.891687586862685 0.0455158093312371 0.000141879755724748 2.35803342576207e-85 1.2211214896551e-195 0 1 1 0
"tree_3875" 4005.7632 8290.563 73192.897 376.1 0.692452830188679 -106.965878562168 0.891309926746709 0.0453648322797861 7.63286153605194e-05 2.58287135804794e-85 3.4609154314077e-195 0 1 1 0
"tree_3876" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
"tree_3877" 4005.7632 8249.563 73192.897 376.1 0.692452830188679 -105.942353257427 0.891872983646891 0.0455902936919204 7.63286153605194e-05 2.25491249414323e-85 7.31490016607107e-196 0 1 1 0
